ds1_totalPktCount,ds1_totalFlowCount,ds1_avgPktPerFlow,ds2_totalPktCount,ds2_totalFlowCount,ds2_avgPktPerFlow,totalPktCount,totalFlowCount,avgPktPerFlow
456888033,3577296,127.71882254082414,241188599,2704839,89.16929954056415,698076632,6282135,111.12092178853209
